Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,26.70,-,-,-,64800.00,-,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,180.00,26.90,26.90,24.00,24.00,24.00,24.40,6.00,66.37,8.05,1198800.00,-16200.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,182.50,22.10,22.10,22.00,22.00,22.00,22.15,4.00,44.18,4.76,108000.00,-21600.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,185.00,22.00,22.00,20.05,20.05,20.05,20.00,3.00,33.43,3.46,685800.00,-5400.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,187.50,-,-,-,19.80,19.80,17.95,-,-,-,86400.00,-,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,190.00,16.55,17.30,15.25,15.35,15.25,15.35,47.00,523.55,41.33,955800.00,-97200.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,192.50,-,-,-,15.90,15.90,14.10,-,-,-,280800.00,-,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,195.00,13.10,13.10,11.50,11.75,11.75,11.75,9.00,100.50,5.73,739800.00,5400.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,197.50,9.70,10.05,9.55,9.60,9.65,9.60,7.00,78.33,3.67,151200.00,-27000.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,200.00,10.20,10.55,8.05,8.25,8.35,8.25,365.00,4124.03,182.03,2991600.00,-91800.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,202.50,6.80,6.80,6.80,6.80,6.80,6.80,2.00,22.60,0.73,145800.00,-,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,205.00,7.30,7.65,5.60,5.75,5.80,5.75,359.00,4101.39,127.26,1544400.00,86400.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,207.50,5.90,6.10,4.80,4.85,4.85,4.85,47.00,540.52,13.88,567000.00,-27000.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,210.00,5.00,5.35,3.85,3.95,4.00,3.95,674.00,7808.70,165.54,3423600.00,183600.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,212.50,4.40,4.40,3.35,3.55,3.55,3.90,22.00,257.09,4.64,221400.00,37800.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,215.00,3.55,3.75,2.65,2.70,2.70,2.70,243.00,2862.42,41.19,2116800.00,-21600.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,217.50,2.60,2.95,2.30,2.30,2.30,2.60,23.00,273.18,3.05,972000.00,70200.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,220.00,2.45,2.55,1.75,1.80,1.90,1.80,413.00,4953.14,46.70,2311200.00,-59400.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,222.50,-,-,-,1.90,1.90,1.65,-,-,-,91800.00,-,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,225.00,1.60,1.65,1.20,1.20,1.20,1.20,141.00,1723.30,10.15,1641600.00,313200.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,227.50,1.35,1.35,0.95,1.00,1.00,1.00,37.00,456.96,2.42,696600.00,-21600.00,203.15
ABCAPITAL,08-Apr-2024,25-Apr-2024,CE,230.00,1.25,1.25,0.80,0.85,0.80,0.85,157.00,1958.29,8.35,912600.00,91800.00,203.15
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,58.40,-,-,-,-,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,28.00,28.00,53.45,-,-,-,5400.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,48.45,-,-,-,-,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,40.00,40.00,43.50,-,-,-,5400.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,41.00,-,-,-,5400.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,38.50,-,-,-,21600.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,36.05,-,-,-,5400.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,170.00,-,-,-,35.00,35.00,33.60,-,-,-,221400.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,31.20,-,-,-,37800.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.20,29.20,28.80,-,-,-,318600.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,26.40,-,-,-,64800.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,180.00,24.00,25.00,23.15,24.30,24.30,24.10,13.00,143.43,17.07,1177200.00,-21600.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,182.50,21.85,21.85,21.85,21.85,21.85,21.85,1.00,11.03,1.18,108000.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,185.00,20.50,20.50,20.50,20.50,20.50,19.70,1.00,11.10,1.11,685800.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,187.50,17.45,19.90,17.45,17.80,17.80,17.60,5.00,55.50,4.87,81000.00,-5400.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,190.00,15.35,18.45,14.35,15.60,15.60,15.60,127.00,1419.50,116.48,961200.00,5400.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,192.50,14.50,14.50,13.45,13.50,13.50,13.75,4.00,44.55,2.97,270000.00,-10800.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,195.00,11.90,12.30,10.75,10.75,10.75,12.00,31.00,345.94,19.51,680400.00,-59400.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,197.50,9.70,10.80,9.20,9.20,9.20,10.35,10.00,112.09,5.44,151200.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,200.00,8.55,10.80,7.50,8.35,8.25,8.35,524.00,5914.81,255.61,3088800.00,97200.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,202.50,7.05,8.25,6.40,7.00,7.00,7.00,33.00,373.61,12.75,183600.00,37800.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,205.00,5.95,8.00,5.25,5.90,6.00,5.90,800.00,9139.78,283.78,2079000.00,534600.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,207.50,4.80,6.75,4.30,4.95,5.00,4.95,1538.00,17692.96,459.67,2484000.00,1917000.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,210.00,4.10,5.75,3.55,4.05,4.00,4.05,1560.00,18077.94,387.54,4503600.00,1080000.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,212.50,3.50,4.70,3.00,3.30,3.30,3.60,40.00,467.47,8.47,162000.00,-59400.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,215.00,2.70,4.05,2.40,2.75,2.70,2.75,470.00,5537.92,81.22,2316600.00,199800.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,217.50,2.45,3.20,1.95,2.30,2.30,2.35,14.00,166.34,1.91,955800.00,-16200.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,220.00,1.80,2.75,1.60,1.85,1.90,1.85,979.00,11745.31,114.79,2635200.00,324000.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,222.50,1.30,2.20,1.30,2.10,2.10,1.50,4.00,48.48,0.42,86400.00,-5400.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,225.00,1.35,1.85,1.00,1.25,1.20,1.25,258.00,3154.53,19.83,1641600.00,-,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,227.50,1.05,1.45,0.80,0.95,0.95,0.95,48.00,592.50,2.82,664200.00,-32400.00,202.95
ABCAPITAL,09-Apr-2024,25-Apr-2024,CE,230.00,0.75,1.20,0.70,0.85,0.85,0.85,347.00,4327.04,17.30,1269000.00,356400.00,202.95
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,58.35,-,-,-,-,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,28.00,28.00,53.35,-,-,-,5400.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,48.35,-,-,-,-,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,40.00,40.00,43.40,-,-,-,5400.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,40.90,-,-,-,5400.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,38.45,-,-,-,21600.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,35.95,-,-,-,5400.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,170.00,-,-,-,35.00,35.00,33.50,-,-,-,221400.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,31.05,-,-,-,37800.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,175.00,29.20,29.20,29.20,29.20,29.20,28.65,1.00,11.03,1.58,313200.00,-5400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,26.30,-,-,-,64800.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,180.00,23.00,25.35,23.00,24.90,24.90,23.95,12.00,132.35,15.71,1144800.00,-32400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,21.70,-,-,-,108000.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,185.00,18.85,18.85,18.85,18.85,18.85,19.50,1.00,11.01,1.02,685800.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,187.50,16.70,16.70,16.70,16.70,16.70,17.40,1.00,11.03,0.90,81000.00,-,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,190.00,16.00,16.50,14.50,15.65,15.65,15.35,19.00,210.99,16.05,918000.00,-43200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,192.50,12.60,14.40,12.60,14.40,14.40,13.50,2.00,22.25,1.46,264600.00,-5400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,195.00,12.10,12.10,12.05,12.10,12.10,11.70,4.00,44.73,2.61,669600.00,-10800.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,197.50,10.65,10.65,10.65,10.65,10.65,10.10,1.00,11.24,0.58,156600.00,5400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,200.00,8.40,9.10,7.35,8.10,8.05,8.10,393.00,4418.64,174.24,2786400.00,-302400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,202.50,6.75,7.55,6.20,6.65,6.65,6.65,40.00,452.18,14.78,189000.00,5400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,205.00,5.95,6.40,5.10,5.55,5.45,5.55,512.00,5825.55,157.71,2473200.00,394200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,207.50,5.05,5.35,4.25,4.65,4.60,4.65,342.00,3919.43,87.32,2527200.00,43200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,210.00,4.05,4.40,3.35,3.85,3.70,3.85,882.00,10184.39,182.51,4978800.00,475200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,212.50,3.15,3.60,2.80,3.25,3.25,3.35,42.00,489.27,7.32,145800.00,-16200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,215.00,2.95,3.05,2.35,2.55,2.55,2.55,216.00,2538.06,30.30,2435400.00,118800.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,217.50,2.10,2.40,1.85,2.10,2.10,2.15,18.00,213.43,2.02,961200.00,5400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,220.00,1.85,2.00,1.55,1.65,1.60,1.65,425.00,5089.18,40.18,2975400.00,340200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,222.50,1.35,1.45,1.35,1.35,1.35,1.35,9.00,108.81,0.67,102600.00,16200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,225.00,1.35,1.35,1.05,1.10,1.10,1.10,98.00,1196.86,6.16,1809000.00,167400.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,227.50,1.00,1.00,0.75,0.90,0.90,0.90,16.00,197.37,0.81,648000.00,-16200.00,202.90
ABCAPITAL,10-Apr-2024,25-Apr-2024,CE,230.00,0.85,0.85,0.65,0.70,0.70,0.70,149.00,1856.55,5.97,1404000.00,135000.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,57.95,-,-,-,-,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,150.00,54.60,54.60,54.60,54.60,54.60,52.95,1.00,11.05,2.95,-,-5400.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,47.95,-,-,-,-,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,40.00,40.00,43.00,-,-,-,5400.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,40.50,-,-,-,5400.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,38.00,-,-,-,21600.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,35.50,-,-,-,5400.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,170.00,-,-,-,35.00,35.00,33.05,-,-,-,221400.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,30.60,-,-,-,37800.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,175.00,29.15,29.25,29.15,29.25,29.25,28.15,3.00,33.08,4.73,297000.00,-16200.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,25.75,-,-,-,64800.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,180.00,24.40,28.75,24.40,25.00,25.00,23.40,14.00,155.88,19.80,1123200.00,-21600.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,21.10,-,-,-,108000.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,185.00,-,-,-,18.85,18.85,18.90,-,-,-,685800.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,187.50,-,-,-,16.70,16.70,16.75,-,-,-,81000.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,190.00,16.35,19.00,13.70,15.20,15.00,15.20,38.00,424.99,35.11,874800.00,-43200.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,192.50,11.90,16.50,11.90,15.80,15.80,12.80,4.00,44.86,3.28,264600.00,-,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,195.00,10.10,14.75,10.10,11.30,11.60,11.30,29.00,325.30,19.93,610200.00,-59400.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,197.50,11.60,11.60,10.60,10.60,10.60,9.35,2.00,22.53,1.20,145800.00,-10800.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,200.00,8.00,11.20,6.40,8.15,8.40,8.15,747.00,8446.77,379.17,2538000.00,-248400.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,202.50,7.20,9.50,5.80,7.20,7.20,7.20,30.00,340.24,12.19,210600.00,21600.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,205.00,5.40,8.20,4.30,5.75,5.90,5.75,2100.00,23990.68,743.68,3159000.00,685800.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,207.50,4.65,6.90,3.50,4.90,4.95,4.90,1362.00,15672.11,410.90,1776600.00,-750600.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,210.00,3.35,5.75,2.75,4.05,4.10,4.05,6257.00,72563.17,1608.79,10692000.00,5713200.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,212.50,3.35,4.80,2.40,3.20,3.30,3.20,95.00,1110.25,20.13,226800.00,81000.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,215.00,2.10,3.90,1.90,2.65,2.70,2.65,1584.00,18655.97,265.73,2079000.00,-356400.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,217.50,1.80,3.20,1.55,2.10,2.15,2.10,83.00,986.36,11.52,972000.00,10800.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,220.00,1.55,2.60,1.20,1.80,1.90,1.80,1852.00,22200.41,198.65,3607200.00,631800.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,222.50,1.10,2.20,1.10,1.40,1.50,1.40,43.00,520.46,3.82,91800.00,-10800.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,225.00,0.90,1.75,0.80,1.25,1.25,1.25,341.00,4165.87,22.72,1863000.00,54000.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,227.50,0.65,1.30,0.65,1.05,1.05,1.05,92.00,1135.28,5.06,718200.00,70200.00,202.90
ABCAPITAL,12-Apr-2024,25-Apr-2024,CE,230.00,0.60,1.15,0.55,0.90,0.90,0.90,973.00,12129.53,44.87,2538000.00,1134000.00,202.90
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,60.85,-,-,-,-,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,55.85,-,-,-,-,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,50.85,-,-,-,-,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,160.00,38.00,38.00,38.00,38.00,38.00,45.90,1.00,10.69,2.05,5400.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,43.40,-,-,-,5400.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,40.90,-,-,-,21600.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,38.40,-,-,-,5400.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,170.00,27.10,27.10,27.10,27.10,27.10,35.90,1.00,10.64,1.46,216000.00,-5400.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,33.40,-,-,-,37800.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.25,29.25,30.95,-,-,-,297000.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,28.50,-,-,-,64800.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,180.00,18.00,27.00,16.40,26.10,26.45,26.10,99.00,1089.66,127.38,1090800.00,-32400.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,23.60,-,-,-,108000.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,185.00,17.15,22.40,17.15,21.50,21.75,21.50,84.00,934.81,95.65,685800.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,187.50,12.00,12.50,11.85,12.50,12.50,18.95,4.00,43.11,2.61,86400.00,5400.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,190.00,11.95,18.30,9.20,17.50,17.80,17.50,74.00,820.47,61.23,772200.00,-102600.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,192.50,8.45,15.50,7.80,14.65,14.65,14.60,9.00,98.83,5.28,248400.00,-16200.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,195.00,8.20,14.20,6.00,13.05,13.25,13.05,176.00,1942.49,89.21,610200.00,-,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,197.50,7.45,12.15,4.80,11.30,11.30,11.30,84.00,928.63,32.77,183600.00,37800.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,200.00,7.00,10.70,3.80,9.70,10.00,9.70,2058.00,23035.81,809.41,2532600.00,-5400.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,202.50,5.30,9.05,3.15,8.10,7.85,8.10,150.00,1688.78,48.53,156600.00,-54000.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,205.00,4.80,7.80,2.50,6.80,7.20,6.80,2208.00,25103.34,660.78,2683800.00,-475200.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,207.50,3.60,6.60,2.15,5.65,5.90,5.65,569.00,6519.68,144.03,1733400.00,-43200.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,210.00,3.00,5.40,1.75,4.60,4.80,4.60,4967.00,57351.53,1025.75,8845200.00,-1846800.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,212.50,2.00,4.40,1.35,3.75,3.80,3.75,159.00,1850.67,26.15,259200.00,32400.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,215.00,1.75,3.60,1.00,3.00,3.15,3.00,1053.00,12367.61,142.28,2187000.00,108000.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,217.50,1.35,2.80,0.90,2.45,2.40,2.45,99.00,1171.40,8.65,988200.00,16200.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,220.00,1.30,2.45,0.60,2.00,2.20,2.00,1814.00,21715.25,164.93,3558600.00,-48600.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,222.50,0.80,1.85,0.80,1.65,1.65,1.65,39.00,471.43,2.85,81000.00,-10800.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,225.00,0.90,1.65,0.45,1.40,1.40,1.40,579.00,7066.60,31.75,1922400.00,59400.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,227.50,0.50,1.25,0.50,1.10,1.10,1.10,93.00,1147.01,4.50,788400.00,70200.00,203.50
ABCAPITAL,15-Apr-2024,25-Apr-2024,CE,230.00,0.65,1.15,0.25,1.00,1.10,1.00,1252.00,15603.52,53.68,2937600.00,399600.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,58.70,-,-,-,-,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,53.75,-,-,-,-,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,48.75,-,-,-,-,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,160.00,50.00,50.00,50.00,50.00,50.00,43.75,1.00,11.34,2.70,5400.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,41.25,-,-,-,5400.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,38.75,-,-,-,21600.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,36.25,-,-,-,5400.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,170.00,-,-,-,27.10,27.10,33.75,-,-,-,216000.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,31.30,-,-,-,37800.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.25,29.25,28.80,-,-,-,297000.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,26.35,-,-,-,64800.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,180.00,27.50,30.70,21.75,25.00,25.00,23.90,19.00,211.66,26.98,1069200.00,-21600.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,21.50,-,-,-,108000.00,-,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,185.00,24.00,24.05,18.85,20.10,20.10,19.15,5.00,55.92,5.97,680400.00,-5400.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,187.50,21.35,21.85,18.65,19.40,19.40,16.90,7.00,78.66,7.78,97200.00,10800.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,190.00,20.00,21.90,13.45,15.10,15.10,15.10,54.00,609.30,55.26,826200.00,54000.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,192.50,17.50,17.50,17.50,17.50,17.50,12.60,1.00,11.34,0.94,243000.00,-5400.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,195.00,16.00,16.40,9.85,10.65,10.60,10.65,34.00,380.25,22.23,561600.00,-48600.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,197.50,12.95,13.10,8.35,8.35,8.35,8.90,19.00,213.85,11.22,129600.00,-54000.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,200.00,10.10,13.60,6.70,7.65,7.65,7.65,1835.00,20845.67,1027.67,2170800.00,-361800.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,202.50,9.10,11.65,5.55,6.35,6.35,6.35,111.00,1259.85,46.07,216000.00,59400.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,205.00,8.00,10.30,4.40,5.15,5.20,5.15,2856.00,32759.13,1143.21,2899800.00,216000.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,207.50,5.35,8.85,3.65,4.30,4.20,4.30,1295.00,14970.05,459.58,1128600.00,-604800.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,210.00,5.05,7.60,2.90,3.45,3.50,3.45,9791.00,113991.53,2961.59,10702800.00,1857600.00,203.50
